This list contains a sample (every seventh entry) of the the top 60,000 lemmas from the 
Corpus of Contemporary American English (COCA) (http://corpus.byu.edu/coca/).
You can also donwload an Excel verion: http://www.wordfrequency.info/files/wordlist_60k.xls

Note that this is the *only* frequency list of English that is corrected for a list this large.
All other frequency lists (if they are corrected at all, to remove bad entries) only correct the top 5,000 or 10,000 words.

It is also possible to purchase lists with the 200-300 most frequent collocates for each of the 
60,000 words in the frequency list.


For more information:

http://www.wordfrequency.info: Word frequency lists
http://corpus.byu.edu/coca/: Corpus of Contemporary American English (COCA)
http://davies-linguistics.byu.edu/ : Mark Davies

-------------------------------------------------------------------

Note that there are many lower-frequency words (e.g. #35,000-40,000 and lower) that are probably really NOUN,
but which are tagged as ADJ because they have an ADJ "function" (e.g. a *weight-training* regimen, a *sibilant* consonant). 


freq = frequency in the corpus
dispersion = Juilland's <d> dispersion measure (0-1): how "evenly" the lemma is distributed across the corpus
rank = a function of score (not shown here), but which is calculated as: freq * disp
pos = part of speech (see http://ucrel.lancs.ac.uk/claws7tags.html)


rank	lemma	PoS	freq	dispersion
5467	demon	n	4484	0.90
5474	invoke	v	4394	0.91
5481	theirs	p	4158	0.96
5488	proposition	n	4360	0.92
5495	handling	n	4318	0.92
5502	guerrilla	n	4329	0.92
5509	parenting	n	4443	0.89
5516	descent	n	4201	0.94
5523	waiter	n	4407	0.90
5530	downstairs	r	4482	0.88
5537	financially	r	4162	0.94
5544	tax	v	4280	0.92
5551	push	n	4094	0.96
5558	contrary	n	4206	0.93
5565	prey	n	4193	0.93
5572	editorial	n	4304	0.90
5579	absent	j	4195	0.93
5586	modification	n	4435	0.87
5593	fireplace	n	4240	0.91
5600	frighten	v	4234	0.91
5607	furious	j	4156	0.93
5614	grade	v	4247	0.91
5621	Turkish	j	4643	0.83
5628	unidentified	j	4884	0.78
5635	utterly	r	4032	0.95
5642	microphone	n	3996	0.95
5649	magical	j	3981	0.96
5656	socialist	j	4363	0.87
5663	inject	v	4023	0.94
5670	supervise	v	3967	0.95
5677	newcomer	n	4069	0.93
5684	con	n	4028	0.94
5691	precedent	n	4053	0.93
5698	calf	n	4044	0.93
5705	boxing	n	4198	0.89
5712	alert	j	3950	0.95
5719	ashamed	j	4050	0.92
5726	astronaut	n	4069	0.92
5733	embarrassing	j	3870	0.96
5740	intimacy	n	3976	0.93
5747	permanently	r	3833	0.97
5754	jail	v	3987	0.93
5761	broth	n	4246	0.87
5768	delegation	n	4004	0.92
5775	spark	n	3945	0.93
5782	liquor	n	3909	0.94
5789	span	n	3850	0.95
5796	cube	n	3976	0.92
5803	preacher	n	3872	0.94
5810	sunset	n	3890	0.93
5817	echo	n	3854	0.94
5824	sweeping	j	3761	0.96
5831	legitimacy	n	4143	0.87
5838	deed	n	3739	0.96
5845	closure	n	3909	0.92
5852	luxury	n	3752	0.96
5859	frightened	j	3986	0.90
5866	playground	n	3765	0.95
5873	brow	n	4143	0.86
5880	par	n	3917	0.91
5887	ma'am	n	4059	0.87
5894	governmental	j	4044	0.88
5901	re-election	n	3895	0.91
5908	graphic	j	3722	0.95
5915	parallel	j	3840	0.92
5922	incidence	n	4073	0.87
5929	wan	v	4177	0.84
5936	anchor	v	3674	0.95
5943	setup	n	3811	0.92
5950	printer	n	3964	0.88
5957	nitrogen	n	4113	0.85
5964	circulate	v	3654	0.95
5971	maximize	v	3830	0.91
5978	urge	n	3727	0.93
5985	say	n	3841	0.90
5992	drain	n	3646	0.95
5999	leak	n	3758	0.92
6006	postwar	j	3814	0.90
6013	flush	v	3784	0.91
6020	predominantly	r	3751	0.91
6027	accountant	n	3694	0.93
6034	diner	n	3735	0.91
6041	artery	n	3702	0.92
6048	nonsense	n	3620	0.94
6055	dressing	n	3632	0.93
6062	complicate	v	3617	0.94
6069	lounge	n	3679	0.92
6076	daylight	n	3609	0.93
6083	wary	j	3506	0.96
6090	parallel	n	3657	0.92
6097	prostitute	n	3567	0.94
6104	intake	n	3771	0.89
6111	hedge	n	3618	0.92
6118	murmur	v	4029	0.83
6125	gauge	n	3532	0.94
6132	injustice	n	3588	0.92
6139	soy	j	3969	0.83
6146	reunion	n	3536	0.93
6153	jewel	n	3523	0.94
6160	coat	v	3689	0.89
6167	albeit	c	3550	0.93
6174	dial	v	3558	0.92
6181	controller	n	3534	0.93
6188	local	n	3498	0.93
6195	activate	v	3454	0.94
6202	caregiver	n	3942	0.83
6209	socioeconomic	j	3915	0.83
6216	operational	j	3578	0.91
6223	wide	r	3519	0.92
6230	multiply	v	3425	0.94
6237	notorious	j	3367	0.96
6244	entail	v	3658	0.88
6251	fix	n	3450	0.93
6258	heroic	j	3352	0.95
6265	tomb	n	3559	0.90
6272	frustrating	j	3347	0.95
6279	protester	n	3573	0.89
6286	compact	j	3458	0.92
6293	tug	v	3692	0.86
6300	saddle	n	3541	0.89
6307	prone	j	3354	0.94
6314	hammer	n	3380	0.93
6321	lazy	j	3336	0.94
6328	Greek	n	3361	0.93
6335	caution	v	3300	0.95
6342	coffin	n	3492	0.90
6349	disturbance	n	3543	0.88
6356	magnet	n	3429	0.91
6363	seasonal	j	3375	0.92
6370	considering	i	3258	0.96
6377	stripe	n	3295	0.94
6384	tee	n	3492	0.89
6391	decrease	n	3533	0.88
6398	opposite	n	3240	0.95
6405	curl	n	3491	0.88
6412	wage	v	3254	0.95
6419	chuckle	v	3550	0.87
6426	steering	n	3301	0.93
6433	usage	n	3439	0.89
6440	embargo	n	3669	0.83
6447	antique	n	3486	0.87
6454	fertilizer	n	3406	0.89
6461	breed	n	3249	0.94
6468	handy	j	3307	0.92
6475	differentiate	v	3458	0.87
6482	Brazilian	j	3539	0.85
6489	situate	v	3325	0.90
6496	wrestle	v	3148	0.95
6503	devastate	v	3166	0.95
6510	darling	n	3339	0.90
6517	deployment	n	3272	0.91
6524	petty	j	3141	0.95
6531	wrap	n	3292	0.90
6538	bureaucratic	j	3255	0.91
6545	icy	j	3248	0.91
6552	deviation	n	3602	0.82
6559	governance	n	3460	0.85
6566	skeleton	n	3154	0.93
6573	marked	j	3149	0.93
6580	nurse	v	3144	0.93
6587	consulting	j	3198	0.92
6594	renewal	n	3138	0.93
6601	keen	j	3041	0.96
6608	archive	n	3096	0.94
6615	pillar	n	3094	0.94
6622	uneasy	j	3076	0.94
6629	sporting	j	3096	0.93
6636	retention	n	3449	0.84
6643	beneficiary	n	3121	0.92
6650	Bosnian	j	3600	0.80
6657	policymaker	n	3254	0.88
6664	asthma	n	3230	0.89
6671	spontaneous	j	3069	0.93
6678	necklace	n	3138	0.91
6685	manifestation	n	3260	0.87
6692	rivalry	n	3045	0.93
6699	oval	j	3042	0.93
6706	hurdle	n	3091	0.92
6713	propel	v	2943	0.96
6720	kind	j	3026	0.93
6727	undo	v	2982	0.95
6734	sergeant	n	3026	0.93
6741	deter	v	2991	0.94
6748	privatization	n	3244	0.86
6755	stark	j	3105	0.90
6762	promptly	r	2920	0.95
6769	cheer	n	2966	0.94
6776	elicit	v	3100	0.89
6783	inquire	v	2951	0.94
6790	elevation	n	3025	0.91
6797	backdrop	n	2897	0.95
6804	scoring	n	3090	0.89
6811	alpha	n	3311	0.83
6818	unveil	v	2952	0.93
6825	accepted	j	3007	0.91
6832	bark	n	2973	0.92
6839	unlimited	j	2889	0.95
6846	circular	j	2923	0.93
6853	hillside	n	2919	0.93
6860	allocate	v	3038	0.90
6867	mourn	v	2845	0.96
6874	paradox	n	2947	0.92
6881	discriminate	v	2930	0.92
6888	displace	v	2912	0.93
6895	gradual	j	2952	0.92
6902	angler	n	3141	0.86
6909	dating	n	2924	0.92
6916	paradise	n	2809	0.96
6923	hum	v	3059	0.88
6930	desktop	n	3097	0.87
6937	ammunition	n	2832	0.95
6944	steroids	n	3103	0.86
6951	answering	j	2892	0.92
6958	fund-raiser	n	2935	0.91
6965	day-to-day	j	2794	0.95
6972	pluck	v	2926	0.91
6979	roommate	n	2836	0.93
6986	sound	j	2799	0.95
6993	secondly	r	3041	0.87
7000	one-time	j	2842	0.93
7007	stock	v	2818	0.93
7014	divide	n	2815	0.93
7021	loosely	r	2770	0.95
7028	squash	n	2957	0.88
7035	elusive	j	2754	0.95
7042	skepticism	n	2759	0.95
7049	nucleus	n	2944	0.88
7056	brightly	r	2850	0.91
7063	conform	v	2895	0.90
7070	admiration	n	2698	0.96
7077	overview	n	2912	0.89
7084	apparatus	n	2841	0.91
7091	extensively	r	2798	0.92
7098	inequality	n	2994	0.86
7105	preschool	j	2840	0.90
7112	coherent	j	2872	0.89
7119	autobiography	n	2762	0.93
7126	intensely	r	2661	0.96
7133	vigorously	r	2636	0.97
7140	sunglasses	n	2804	0.91
7147	vampire	n	2897	0.88
7154	periodically	r	2708	0.94
7161	blunt	j	2653	0.96
7168	emperor	n	2789	0.91
7175	outraged	j	2681	0.95
7182	lodge	n	2771	0.91
7189	preceding	j	3133	0.81
7196	pave	v	2643	0.95
7203	infectious	j	2702	0.93
7210	heated	j	2618	0.96
7217	informant	n	2858	0.88
7224	assault	v	2628	0.95
7231	spy	v	2679	0.93
7238	co-author	n	2718	0.92
7245	abusive	j	2671	0.93
7252	embarrass	v	2633	0.95
7259	daytime	n	2627	0.95
7266	silence	v	2636	0.94
7273	tribunal	n	2781	0.89
7280	obesity	n	2784	0.89
7287	milky	j	2823	0.88
7294	militant	n	2812	0.88
7301	plug	n	2668	0.92
7308	space	v	2610	0.94
7315	pearl	n	2737	0.90
7322	subscriber	n	2714	0.90
7329	Baptist	j	2661	0.92
7336	crumb	n	2679	0.91
7343	batter	v	2625	0.93
7350	allegiance	n	2593	0.94
7357	freezer	n	2654	0.92
7364	subsidize	v	2610	0.93
7371	throne	n	2633	0.92
7378	floating	j	2576	0.94
7385	burger	n	2661	0.91
7392	visibility	n	2580	0.94
7399	incorrect	j	2580	0.94
7406	baggage	n	2546	0.95
7413	focal	j	2680	0.90
7420	veil	n	2602	0.92
7427	severity	n	2775	0.87
7434	extraordinarily	r	2515	0.95
7441	openness	n	2626	0.91
7448	ginger	n	2971	0.80
7455	furnish	v	2515	0.95
7462	knowledgeable	j	2567	0.93
7469	controlled	j	2539	0.94
7476	examiner	n	2541	0.93
7483	multimedia	n	2725	0.87
7490	prolonged	j	2541	0.93
7497	raft	n	2554	0.92
7504	spike	n	2517	0.94
7511	negatively	r	2813	0.84
7518	alternate	j	2560	0.92
7525	veto	v	2706	0.87
7532	plight	n	2474	0.95
7539	sickness	n	2482	0.94
7546	Madame	n	2630	0.89
7553	peek	v	2643	0.88
7560	nap	n	2526	0.92
7567	frantic	j	2528	0.92
7574	impatient	j	2556	0.91
7581	cautiously	r	2560	0.91
7588	daunting	j	2469	0.94
7595	eagerly	r	2468	0.94
7602	rainy	j	2475	0.94
7609	pose	n	2466	0.94
7616	persistence	n	2665	0.87
7623	desperation	n	2433	0.95
7630	librarian	n	2556	0.90
7637	vastly	r	2433	0.94
7644	validate	v	2596	0.88
7651	Roman	n	2466	0.93
7658	preview	n	2502	0.91
7665	quick	r	2411	0.95
7672	crunch	n	2466	0.93
7679	foe	n	2427	0.94
7686	capture	n	2464	0.92
7693	troubling	j	2377	0.95
7700	catastrophic	j	2397	0.95
7707	whip	n	2442	0.93
7714	impact	v	2460	0.92
7721	collide	v	2357	0.96
7728	directive	n	2603	0.86
7735	creamy	j	2512	0.89
7742	nineteenth-century	j	2638	0.85
7749	harmless	j	2371	0.95
7756	wade	v	2657	0.84
7763	enjoyment	n	2474	0.90
7770	impeachment	n	3851	0.58
7777	dictatorship	n	2460	0.91
7784	lessen	v	2363	0.94
7791	parliamentary	j	2466	0.90
7798	pair	v	2391	0.93
7805	cellar	n	2463	0.90
7812	linkage	n	2597	0.85
7819	masterpiece	n	2355	0.94
7826	pronounced	j	2332	0.94
7833	multinational	j	2423	0.91
7840	long-distance	j	2429	0.90
7847	discern	v	2383	0.92
7854	insult	v	2321	0.94
7861	paid	j	2308	0.95
7868	unsuccessful	j	2350	0.93
7875	uprising	n	2389	0.91
7882	intentionally	r	2272	0.96
7889	sunshine	n	2339	0.93
7896	newborn	j	2321	0.93
7903	superiority	n	2399	0.90
7910	bum	n	2343	0.92
7917	adulthood	n	2351	0.92
7924	rehearse	v	2232	0.97
7931	bust	n	2277	0.95
7938	fiercely	r	2289	0.94
7945	ceramic	j	2399	0.89
7952	brighten	v	2369	0.90
7959	amongst	i	2312	0.92
7966	painfully	r	2274	0.94
7973	specification	n	2387	0.89
7980	pier	n	2331	0.91
7987	onstage	j	2305	0.92
7994	resonate	v	2250	0.94
8001	breach	n	2275	0.93
8008	channel	v	2240	0.95
8015	glacier	n	2354	0.90
8022	chair	v	2239	0.94
8029	succumb	v	2217	0.95
8036	forearm	n	2343	0.90
8043	wink	v	2459	0.85
8050	baked	j	2309	0.91
8057	catalyst	n	2264	0.93
8064	Episcopal	j	2296	0.91
8071	confide	v	2235	0.93
8078	hen	n	2290	0.91
8085	casting	n	2248	0.93
8092	shaky	j	2201	0.94
8099	executive	j	2235	0.93
8106	novelty	n	2221	0.93
8113	schooling	n	2317	0.89
8120	grouping	n	2370	0.87
8127	dial	n	2248	0.92
8134	shower	v	2236	0.92
8141	meaningless	j	2142	0.96
8148	sociology	n	2253	0.91
8155	clearing	n	2279	0.90
8162	detainee	n	2471	0.83
8169	wavelength	n	2309	0.88
8176	surf	v	2221	0.92
8183	computerized	j	2201	0.93
8190	flicker	v	2409	0.84
8197	delete	v	2152	0.94
8204	physiological	j	2344	0.87
8211	successive	j	2254	0.90
8218	lousy	j	2158	0.94
8225	vow	n	2128	0.95
8232	nostalgia	n	2117	0.95
8239	preclude	v	2280	0.88
8246	infected	j	2168	0.93
8253	mustache	n	2263	0.89
8260	jealousy	n	2182	0.92
8267	drastic	j	2107	0.95
8274	cookbook	n	2220	0.90
8281	imbalance	n	2179	0.92
8288	restructure	v	2177	0.92
8295	indoors	r	2151	0.93
8302	scenery	n	2137	0.93
8309	chill	v	2161	0.92
8316	ragged	j	2261	0.88
8323	disconnect	v	2075	0.96
8330	converge	v	2086	0.95
8337	deception	n	2107	0.94
8344	famine	n	2138	0.93
8351	cycling	n	2288	0.86
8358	lighter	n	2131	0.92
8365	dwelling	n	2096	0.94
8372	Dominican	j	2184	0.90
8379	hack	v	2116	0.93
8386	patiently	r	2153	0.91
8393	abnormal	j	2154	0.91
8400	bamboo	n	2127	0.92
8407	interception	n	2308	0.84
8414	stainless	j	2126	0.91
8421	synthesis	n	2278	0.85
8428	monumental	j	2053	0.94
8435	reviewer	n	2131	0.91
8442	superpower	n	2146	0.90
8449	playing	j	2057	0.94
8456	mortar	n	2068	0.93
8463	spear	n	2173	0.89
8470	overtime	n	2215	0.87
8477	aroma	n	2116	0.91
8484	buffet	n	2112	0.91
8491	cruelty	n	2067	0.93
8498	take	n	2005	0.95
8505	mingle	v	2036	0.94
8512	floral	j	2093	0.91
8519	compression	n	2423	0.79
8526	litter	v	2045	0.93
8533	synagogue	n	2100	0.91
8540	rotten	j	2075	0.92
8547	vodka	n	2105	0.90
8554	vie	v	2015	0.94
8561	footprint	n	2022	0.93
8568	abstraction	n	2096	0.90
8575	commanding	j	1953	0.97
8582	rap	v	2021	0.93
8589	bodily	j	2155	0.87
8596	cloak	n	2174	0.86
8603	cumulative	j	2123	0.88
8610	unconstitutional	j	2023	0.93
8617	accumulation	n	2104	0.89
8624	flare	v	2070	0.90
8631	unpopular	j	1977	0.94
8638	parasite	n	2058	0.90
8645	noticeable	j	1976	0.94
8652	curiously	r	2032	0.91
8659	group	v	2069	0.90
8666	mystical	j	2037	0.91
8673	referee	n	2049	0.90
8680	Hispanic	n	2093	0.88
8687	dissatisfaction	n	2130	0.86
8694	bargain	v	1924	0.95
8701	thread	v	1995	0.92
8708	guided	j	2009	0.91
8715	doctorate	n	1995	0.92
8722	foreground	n	2010	0.91
8729	vengeance	n	1922	0.95
8736	heavyweight	n	2031	0.90
8743	influx	n	1956	0.93
8750	phony	j	1936	0.94
8757	absorption	n	2061	0.88
8764	fig	n	2005	0.90
8771	coax	v	1938	0.93
8778	affective	j	2275	0.79
8785	package	v	1940	0.93
8792	minus	i	1896	0.95
8799	commercially	r	1966	0.92
8806	monarch	n	1923	0.93
8813	raise	n	1910	0.94
8820	paranoid	j	1884	0.95
8827	relish	v	1889	0.95
8834	eyelid	n	2054	0.87
8841	visualize	v	1909	0.93
8848	mock	j	1888	0.94
8855	nanny	n	1932	0.92
8862	groom	v	1891	0.94
8869	glimpse	v	1949	0.91
8876	terminal	j	1881	0.94
8883	automotive	j	1918	0.92
8890	utter	j	1876	0.94
8897	reunite	v	1900	0.93
8904	battalion	n	1922	0.92
8911	dizzy	j	1974	0.89
8918	raid	v	1845	0.95
8925	vomit	v	1885	0.93
8932	endlessly	r	1850	0.95
8939	makeshift	j	1853	0.94
8946	facet	n	1911	0.91
8953	freelance	n	1935	0.90
8960	chuck	v	2244	0.78
8967	subside	v	1858	0.94
8974	internally	r	1889	0.92
8981	graffiti	n	1898	0.91
8988	rig	v	1837	0.94
8995	mundane	j	1815	0.95
9002	lest	c	1825	0.95
9009	etch	v	1842	0.93
9016	dangerously	r	1793	0.96
9023	liberalization	n	2135	0.81
9030	persecution	n	1883	0.91
9037	first-time	j	1875	0.92
9044	tick	n	1877	0.91
9051	longevity	n	1851	0.92
9058	in-depth	j	1915	0.89
9065	insignificant	j	1810	0.94
9072	wonderfully	r	1791	0.95
9079	excavation	n	2010	0.85
9086	boot	v	1836	0.93
9093	bedside	n	1881	0.90
9100	envy	v	1855	0.91
9107	token	n	1802	0.94
9114	frail	j	1828	0.93
9121	rash	n	1830	0.92
9128	shrug	n	1962	0.86
9135	gunshot	n	1862	0.91
9142	sever	v	1757	0.96
9149	participating	j	1953	0.86
9156	freak	v	1849	0.91
9163	waiting	j	1800	0.93
9170	swarm	v	1824	0.92
9177	deterioration	n	1827	0.91
9184	experimentation	n	1837	0.91
9191	mailbox	n	1801	0.92
9198	fend	v	1743	0.95
9205	affected	j	1832	0.91
9212	jelly	n	1795	0.92
9219	lavish	j	1764	0.94
9226	midwestern	j	1762	0.94
9233	hamper	v	1769	0.93
9240	damned	j	1940	0.85
9247	banquet	n	1751	0.94
9254	equilibrium	n	1890	0.87
9261	fireman	n	1816	0.90
9268	upheaval	n	1756	0.94
9275	fluorescent	j	1783	0.92
9282	anthrax	n	2409	0.68
9289	enclave	n	1752	0.93
9296	nuance	n	1716	0.95
9303	underwater	j	1746	0.93
9310	binding	j	1801	0.90
9317	rapper	n	1798	0.90
9324	cartridge	n	1897	0.86
9331	Indonesian	j	1824	0.89
9338	licensed	j	1731	0.94
9345	cramped	j	1743	0.93
9352	Arabic	n	1759	0.92
9359	gala	n	1839	0.88
9366	cranberry	n	1820	0.89
9373	world-class	j	1746	0.92
9380	per	j	1806	0.89
9387	alphabet	n	1730	0.93
9394	expansive	j	1702	0.94
9401	handwriting	n	1725	0.93
9408	Martian	j	1833	0.87
9415	covered	j	1707	0.94
9422	Haitian	j	2146	0.74
9429	evidence	v	1811	0.88
9436	unreasonable	j	1682	0.95
9443	affinity	n	1743	0.91
9450	gaming	n	1749	0.91
9457	stray	j	1736	0.91
9464	replica	n	1685	0.94
9471	advancing	j	1669	0.95
9478	shoreline	n	1708	0.92
9485	aesthetics	n	1807	0.87
9492	tug	n	1732	0.91
9499	blind	n	1721	0.91
9506	terminology	n	1797	0.87
9513	optics	n	1802	0.87
9520	hastily	r	1731	0.91
9527	warden	n	1727	0.91
9534	relay	v	1650	0.95
9541	unnoticed	j	1628	0.96
9548	breadth	n	1691	0.92
9555	orphanage	n	1693	0.92
9562	muted	j	1666	0.93
9569	unilateral	j	1739	0.89
9576	caring	j	1663	0.93
9583	bowel	n	1682	0.92
9590	tenor	n	1630	0.95
9597	flavor	v	1704	0.91
9604	ruthless	j	1616	0.95
9611	losing	j	1675	0.92
9618	motorist	n	1721	0.89
9625	broom	n	1786	0.86
9632	bestow	v	1617	0.95
9639	gloom	n	1686	0.91
9646	brief	n	1664	0.92
9653	curve	v	1718	0.89
9660	relinquish	v	1610	0.95
9667	dismal	j	1595	0.96
9674	cut-off	n	1640	0.93
9681	notch	n	1620	0.94
9688	donkey	n	1706	0.89
9695	polish	n	1649	0.92
9702	anthem	n	1619	0.93
9709	tickle	v	1679	0.90
9716	traveling	j	1580	0.95
9723	jockey	n	1662	0.91
9730	sight	v	1639	0.92
9737	ashore	r	1601	0.94
9744	persuasion	n	1637	0.92
9751	ensue	v	1579	0.95
9758	wed	v	1627	0.92
9765	scoop	n	1612	0.93
9772	monarchy	n	1657	0.90
9779	mailing	n	1608	0.93
9786	malpractice	n	1668	0.89
9793	mower	n	1714	0.87
9800	limousine	n	1623	0.92
9807	luminous	j	1627	0.91
9814	snowy	j	1607	0.92
9821	meager	j	1565	0.95
9828	rusty	j	1659	0.89
9835	self-confidence	n	1653	0.90
9842	grunt	n	1759	0.84
9849	afflict	v	1564	0.94
9856	skater	n	1671	0.88
9863	managed	j	1669	0.88
9870	disdain	n	1549	0.95
9877	oppressive	j	1565	0.94
9884	swoop	v	1620	0.90
9891	parachute	n	1567	0.93
9898	faintly	r	1718	0.85
9905	hiker	n	1698	0.86
9912	intimidation	n	1553	0.94
9919	prom	n	1647	0.88
9926	hairy	j	1621	0.90
9933	interpretive	j	1717	0.84
9940	deterrent	n	1548	0.94
9947	pioneering	j	1573	0.92
9954	nope	u	1618	0.89
9961	checkpoint	n	1617	0.89
9968	postseason	n	1741	0.83
9975	cast	j	1539	0.93
9982	receptive	j	1537	0.93
9989	harness	v	1530	0.94
9996	dissipate	v	1514	0.95
10003	pediatrician	n	1556	0.92
10010	ensuing	j	1532	0.93
10017	bidding	n	1521	0.94
10024	tracking	n	1566	0.91
10031	manure	n	1669	0.85
10038	same	r	1555	0.91
10045	called	j	1525	0.93
10052	flux	n	1624	0.87
10059	warhead	n	1604	0.88
10066	wreath	n	1587	0.89
10073	epic	n	1521	0.93
10080	scorer	n	1649	0.86
10087	hard-core	j	1527	0.92
10094	blackness	n	1610	0.88
10101	impaired	j	1702	0.83
10108	divisive	j	1514	0.93
10115	sensational	j	1492	0.94
10122	pertinent	j	1585	0.89
10129	unanswered	j	1461	0.96
10136	downplay	v	1482	0.94
10143	connected	j	1592	0.88
10150	tart	n	1577	0.88
10157	equitable	j	1576	0.88
10164	worldview	n	1638	0.85
10171	skate	n	1533	0.91
10178	frying	n	1526	0.91
10185	runaway	j	1468	0.95
10192	remedy	v	1498	0.92
10199	powdered	j	1542	0.90
10206	overlap	n	1568	0.88
10213	lame	j	1475	0.94
10220	parrot	n	1501	0.92
10227	thump	v	1589	0.87
10234	yeast	n	1562	0.88
10241	flowing	j	1462	0.94
10248	promised	j	1454	0.94
10255	hegemony	n	1645	0.83
10262	displaced	j	1489	0.92
10269	convergence	n	1550	0.88
10276	cosmetics	n	1509	0.91
10283	continual	j	1495	0.91
10290	bubble	v	1464	0.93
10297	revert	v	1422	0.96
10304	hospitalize	v	1440	0.94
10311	stimulating	j	1480	0.92
10318	proactive	j	1573	0.86
10325	self-defense	n	1441	0.94
10332	approved	j	1481	0.91
10339	mosaic	n	1490	0.91
10346	in-house	j	1470	0.92
10353	squadron	n	1491	0.90
10360	grope	v	1516	0.89
10367	brown	n	1462	0.92
10374	gust	n	1500	0.90
10381	vain	r	1419	0.95
10388	profile	v	1434	0.93
10395	minced	j	1583	0.85
10402	metric	j	1530	0.87
10409	retarded	j	1452	0.92
10416	crown	v	1399	0.95
10423	upright	j	1443	0.92
10430	electronically	r	1433	0.93
10437	proficiency	n	1608	0.83
10444	analogous	j	1544	0.86
10451	accreditation	n	1624	0.82
10458	sect	n	1499	0.88
10465	handicapped	j	1506	0.88
10472	cloudy	j	1420	0.93
10479	precipitate	v	1447	0.91
10486	ho	u	1484	0.89
10493	sixteenth	m	1494	0.88
10500	inspiring	j	1404	0.94
10507	cheerleader	n	1403	0.93
10514	dissatisfied	j	1432	0.92
10521	curricular	j	1659	0.79
10528	sealed	j	1368	0.96
10535	projector	n	1446	0.90
10542	nicotine	n	1562	0.84
10549	quaint	j	1379	0.94
10556	thirsty	j	1424	0.91
10563	school	v	1392	0.93
10570	aquarium	n	1428	0.91
10577	winery	n	1536	0.84
10584	thoughtfully	r	1488	0.87
10591	headnote	n	2525	0.51
10598	ally	v	1380	0.94
10605	rosemary	n	1468	0.88
10612	trim	j	1421	0.91
10619	sow	v	1392	0.92
10626	getaway	n	1399	0.92
10633	stoop	v	1464	0.88
10640	disintegrate	v	1347	0.95
10647	forestry	n	1481	0.86
10654	Belgian	j	1424	0.90
10661	stat	n	1444	0.88
10668	entrust	v	1333	0.96
10675	detach	v	1359	0.94
10682	reorganization	n	1412	0.90
10689	mediocre	j	1355	0.94
10696	beacon	n	1363	0.93
10703	roast	n	1407	0.90
10710	swell	n	1395	0.91
10717	yen	n	1443	0.88
10724	gracefully	r	1372	0.92
10731	pride	v	1319	0.96
10738	margarine	n	1510	0.84
10745	preserve	n	1386	0.91
10752	batting	n	1420	0.89
10759	nostalgic	j	1326	0.95
10766	humanities	n	1506	0.84
10773	sewing	n	1373	0.92
10780	diarrhea	n	1389	0.90
10787	Kuwaiti	j	1858	0.67
10794	confound	v	1369	0.91
10801	compact	n	1342	0.93
10808	surplus	j	1357	0.92
10815	eclipse	v	1319	0.95
10822	amnesty	n	1476	0.84
10829	forcefully	r	1309	0.95
10836	deli	n	1353	0.92
10843	delicately	r	1364	0.91
10850	revitalize	v	1329	0.93
10857	electromagnetic	j	1381	0.90
10864	anti-semitism	n	1368	0.91
10871	ornate	j	1336	0.93
10878	hum	n	1422	0.87
10885	stronghold	n	1341	0.92
10892	expend	v	1329	0.93
10899	redesign	v	1323	0.93
10906	arch	v	1432	0.86
10913	stylistic	j	1453	0.85
10920	special	n	1349	0.91
10927	emigrate	v	1308	0.94
10934	wiggle	v	1380	0.89
10941	lore	n	1294	0.94
10948	investing	j	1362	0.90
10955	closeness	n	1487	0.82
10962	subgroup	n	1668	0.73
10969	updated	j	1308	0.93
10976	induction	n	1397	0.87
10983	stash	v	1320	0.92
10990	dialect	n	1331	0.91
10997	sharing	n	1347	0.90
11004	flyer	n	1307	0.93
11011	attributable	j	1387	0.87
11018	mare	n	1424	0.85
11025	inconvenience	n	1259	0.96
11032	foothill	n	1291	0.93
11039	recurrence	n	1446	0.83
11046	clothe	v	1287	0.93
11053	twirl	v	1384	0.87
11060	viability	n	1346	0.89
11067	distorted	j	1273	0.94
11074	ancestry	n	1300	0.92
11081	accelerated	j	1325	0.90
11088	dweller	n	1324	0.90
11095	mussels	n	1371	0.87
11102	pilot	v	1254	0.95
11109	gobble	v	1308	0.91
11116	unprepared	j	1238	0.96
11123	cheerfully	r	1319	0.90
11130	leafy	j	1294	0.92
11137	reorganize	v	1270	0.93
11144	powerfully	r	1264	0.94
11151	wrong	n	1246	0.95
11158	gutter	n	1297	0.91
11165	adventurous	j	1262	0.94
11172	co-star	n	1314	0.90
11179	plutonium	n	1344	0.88
11186	uncanny	j	1237	0.95
11193	buy	n	1291	0.91
11200	eject	v	1246	0.94
11207	forgiving	j	1287	0.91
11214	mute	j	1288	0.91
11221	watermelon	n	1293	0.91
11228	stairwell	n	1356	0.86
11235	remarry	v	1270	0.92
11242	intrusive	j	1241	0.94
11249	methodological	j	1454	0.80
11256	cognition	n	1420	0.82
11263	leukemia	n	1255	0.93
11270	unnamed	j	1218	0.95
11277	defective	j	1240	0.94
11284	conducive	j	1309	0.88
11291	reference	v	1303	0.89
11298	veggie	n	1401	0.82
11305	articulation	n	1382	0.84
11312	steep	v	1222	0.94
11319	shrewd	j	1219	0.95
11326	thicket	n	1265	0.91
11333	magistrate	n	1336	0.86
11340	ooze	v	1274	0.90
11347	shallot	n	1330	0.86
