#freq	word	小学	初中	高中	大学	大学教纲	新概念	四级	六级	考研	专四	专八	BEC	CATTI	IELTS	TOEFL	SAT	GRE	GMAT	MBA	TOEIC
2481	plastic	1	1	1	1	1		1	1	1	1			1						1	
2484	express		1	1		1	1	1	1	1	1									1	
2486	wave	1	1	1		1	1	1	1	1				1						1	
2487	ability		1	1		1		1	1	1				1	1	1				1	
2488	basement			1	1	1	1		1	1					1	1					
2489	fabulous					2			1	1		1		1	1			1	1		
2490	violent			1		1	1	1	1	1	1			1	1	1				1	
2492	mix	1	1	1		1	1	1	1	1	1			1						1	
2493	transfer				1	1		1	1	1	1		1		1	1		1		1	
2494	elevator		1	1		1		1	1	1	1				1	1				1	
2495	modern	1	1	1		1	1	1	1	1	1			1						1	
2496	princess	1	1	1	1	1		1	1	1	1			1						1	
2497	smiling		1																		
2498	Ben		1																		
2499	humor				1					1				1				1	1		
2503	gather			1		1	1	1	1	1				1						1	
2504	madam	1	1	1	1	1	1	1	1											1	
2505	tank			1		1	1	1	1	1	1				1					1	
2507	butter	1	1	1		1	1	1	1	1						1				1	
2510	federal			1	1	1		1	1	1	1				1					1	
2511	instance		1	1	1	1	1	1	1	1	1			1						1	
2512	purse		1	1	1	1		1	1	1	1			1				1		1	
2514	current			1	1	1	1	1	1	1	1		1		1	1				1	
2515	remains						1	1	1	1								1			
2519	journey			1		1	1	1	1	1				1						1	
2520	collection		1	1	1	1	1	1	1	1	1							1		1	
2522	background		1	1	1	1	1	1	1	1		1		1						1	
2526	reasonable			1		1		1	1	1					1					1	
2527	vehicle			1	1	1	1	1	1	1	1			1	1	1		1		1	1
2528	soda					1		1	1	1	1									1	
2529	valuable		1	1		1	1	1	1	1										1	
2531	shine	1	1	1		1	1	1	1	1						1				1	
2532	stake				1	1	1	1	1	1	1				1			1		1	
2533	taxi	1	1	1		1	1	1	1	1										1	
2534	bull		1			1	1	1	1	1					1					1	
2536	sport	1	1	1		1	1	1	1	1								1		1	
2541	fishing	1	1				1													1	
2542	metal		1	1		1		1	1	1				1						1	
2544	classic		1	1	1	1			1	1					1						
2545	Ed		1																		
2554	alert				1	1		1	1	1		1				1		1			1
2557	arrange			1	1	1	1	1	1	1	1				1	1				1	
2558	creature		1	1	1	1	1	1	1	1	1									1	
2559	guide		1	1		1		1	1	1				1						1	
2560	officially						1														
2563	judgment				1																
2564	snap				1	1	1	1	1	1						1					
2565	advance			1	1	1	1	1	1	1	1			1		1				1	1
2566	rope	1	1	1		1	1	1	1	1	1									1	
2567	reaction			1	1	1	1	1	1		1									1	
2568	role		1	1		1	1	1	1	1					1	1				1	
2569	behave		1	1	1	1	1	1	1	1			1	1	1	1				1	
2570	concentrate		1	1	1	1		1	1	1	1				1			1	1	1	
2571	hop					2			1	1				1	1						
2574	zero		1	1		1	1	1	1	1										1	
2575	imagination			1	1	1		1	1	1				1						1	
2576	mate					1		1	1	1	1					1		1			
2577	opposite		1	1	1	1	1	1	1	1	1			1	1	1	1			1	
2578	rotten				1	1		1	1	1	1							1		1	
2580	perform		1	1	1	1	1	1	1	1			1	1	1	1				1	
2582	revenge				1	2		1	1	1					1			1			
2585	doll	1	1	1		1				1						1					
2586	intelligence			1	1	1	1	1	1	1	1			1		1				1	
2588	sacrifice			1	1	1	1	1	1	1	1				1			1		1	
2590	political			1		1		1	1	1				1						1	
2591	sink	1	1	1		1		1	1	1					1					1	
2592	uncomfortable		1	1			1	1	1											1	
2593	chat		1	1	1	1	1			1					1	1				1	
2594	treatment		1	1	1	1	1	1	1						1	1				1	
2596	beef	1	1	1		1	1	1	1	1										1	
2597	Harry				1																
2598	pipe	1		1		1	1	1	1	1				1						1	
2601	forth			1		1		1	1	1	1										
2602	laundry		1	1	1	1	1	1	1	1	1			1	1	1				1	
2604	painful			1	1	1		1	1	1				1						1	
2607	timing				1		1														
2608	baseball		1	1	1	1	1	1	1	1					1						
2609	exercise	1	1	1		1		1	1	1	1									1	
2610	fashion	1	1	1	1	1	1	1	1	1						1				1	
2611	fifty	1	1	1		1		1	1	1				1						1	
2613	satisfied		1			1															
2616	tone			1	1	1	1	1	1	1	1									1	
2617	anger			1		1		1	1	1				1						1	
2619	painting		1	1	1	1		1	1	1						1				1	
2620	suspicious				1	2	1	1	1	1					1	1		1			
2621	swimming		1	1																	
2622	bride			1	1	1		1		1	1									1	
2623	apology			1	1	1		1	1	1				1		1				1	
2624	glory			1	1	1		1	1	1	1			1						1	
2625	solution		1		1	1	1	1	1	1	1				1	1				1	
2626	victory		1	1		1		1	1	1	1			1		1				1	
2630	print		1	1		1	1	1	1	1	1			1						1	
2635	homework	1	1	1		1	1			1				1						1	
2636	trigger				1	2			1	1					1	1		1			
2637	seek		1	1		1	1	1	1	1	1									1	
2638	union			1		1		1	1	1	1			1			1			1	
2639	China		1	1			1	1	1											1	
2640	prisoner			1		1	1	1	1	1	1									1	
2641	gentle		1	1		1	1	1	1	1	1			1	1			1		1	
2642	motion				1	1	1	1	1	1	1			1	1	1			1		
2643	deck					1	1	1	1	1	1				1	1				1	
2645	flower	1	1	1		1	1	1	1	1				1						1	
2647	cure		1	1		1		1	1	1	1				1					1	
2649	France		1	1			1	1	1											1	
2651	crush				1	1		1	1	1	1				1	1				1	
2653	habit	1	1	1		1	1	1	1	1				1						1	
2654	selfish		1	1	1	1		1	1	1	1									1	
2655	shadow	1	1	1		1		1	1	1										1	
2656	trail		1		1	1	1	1	1	1	1				1	1					
2658	earn		1	1	1	1	1	1	1	1	1									1	
2659	neighbor		1							1				1						1	
2660	pet	1	1	1	1	1		1	1	1				1		1					
2661	iron		1	1		1	1	1	1	1	1			1						1	
2662	unhappy	1	1	1	1			1	1											1	
2663	zone			1		1		1	1	1	1					1		1		1	
2664	mass			1		1	1	1	1	1	1								1	1	
2665	nation			1		1		1	1	1				1						1	
2666	cap		1	1		1	1	1	1	1	1									1	
2667	identify				1	1	1	1	1	1	1	1		1	1	1			1	1	
2669	privacy					2	1		1	1				1	1						
2670	sand	1		1		1	1	1	1	1										1	
2671	fascinating		1			1									1	1					
2672	holiday	1	1	1		1	1	1	1	1				1						1	
2673	cheat		1	1	1	1		1	1	1	1									1	
2682	basic			1	1	1		1	1	1				1	1					1	
2684	dressing					3															
2685	maid			1		1		1	1	1	1										
2688	warrant				1	2			1	1				1				1	1		
2691	mysterious		1			1		1	1	1	1			1		1				1	
2692	salt	1	1	1		1		1	1	1										1	
2693	beside	1	1	1		1	1	1	1	1										1	
2694	crisis				1	1		1	1	1	1	1	1		1					1	
2695	technically			1	1		1														
2698	bow	1	1	1	1	1	1	1	1	1	1					1					
2699	competition		1	1	1	1	1	1	1	1	1		1		1	1				1	
2700	entrance	1	1	1	1	1	1	1	1	1	1							1		1	
2703	Wednesday	1	1	1		1	1	1	1	1				1						1	
2704	afterwards		1	1	1	1	1													1	
2706	district	1	1	1		1	1	1	1	1	1					1		1		1	
2707	heck				1																
2709	league		1	1	1	1		1	1	1	1					1				1	1
2710	relief			1	1	1	1	1	1	1	1		1		1					1	
2711	squeeze			1	1	1	1	1	1	1	1				1	1		1		1	
2712	assignment			1	1	1		1	1	1	1				1	1				1	1
2713	grandfather	1	1			1	1	1	1											1	
2714	Spanish			1			1	1	1											1	
2715	anxious		1	1		1	1	1	1	1						1				1	
2716	balance		1	1	1	1	1	1	1	1	1		1	1	1	1				1	1
2717	golf		1	1	1	1		1	1	1		1		1						1	
2718	pour		1	1		1	1	1	1	1	1				1					1	
2719	agreement		1	1	1	1	1	1	1	1	1				1					1	1
2721	custody					3												1			
2722	favour			1		1	1	1	1		1				1					1	
2723	merely			1	1	1		1	1	1	1			1							
2724	recommend		1	1	1	1		1	1	1	1				1	1				1	
2725	gross					1		1	1	1	1		1	1	1			1		1	1
2728	site			1	1	1	1	1	1	1	1				1					1	
2729	flew		1																		
2731	youth			1		1	1	1	1	1										1	
2732	coach		1	1	1	1		1	1	1	1				1	1				1	1
2733	influence		1	1	1	1	1	1	1	1				1	1					1	
2734	blast				1	1		1	1	1	1				1	1		1	1		
2735	boots	1																			
2736	brief			1	1	1	1	1	1	1			1							1	
2737	response			1	1	1	1	1	1	1	1		1					1		1	1
2738	reward		1	1	1	1	1	1	1	1	1		1		1			1		1	
2739	admire		1	1		1	1	1	1	1	1			1		1		1		1	
2740	charm		1	1	1	1		1	1	1					1			1			
2743	penny		1	1		1	1	1	1	1										1	
2744	piano	1	1	1		1		1	1	1				1				1		1	
2745	bout					3						1			1			1	1		
2746	data			1	1	1		1	1	1										1	
2747	deeply			1																	
2748	ending		1	1		1		1	1	1	1										
2750	strip			1	1	1		1	1	1	1				1	1		1			
2751	units																1				
2753	Tony		1																		
2755	theater		1			1				1										1	1
2756	wounded		1	1			1														
2759	polite		1	1		1	1	1	1	1	1			1						1	
2760	assault					2			1	1				1	1	1		1			
2761	attend			1		1	1	1	1	1	1				1	1				1	
2762	cancer		1	1	1	1		1	1	1					1					1	
2764	supper	1	1	1		1		1	1	1										1	
2765	average		1	1	1	1	1	1	1	1	1		1	1	1	1			1	1	
2767	liquor				1	1		1	1	1	1			1	1						1
2768	rub		1	1	1	1	1	1	1	1	1				1					1	
2769	unknown			1	1		1	1	1											1	
2770	agency		1	1	1	1		1	1	1					1					1	
2771	alcohol			1	1	1		1	1	1	1			1	1					1	1
2772	bang			1	1	1		1	1	1	1				1	1					
2775	daily		1	1		1		1	1	1											
2776	destiny					2			1	1					1						
2777	title		1	1	1	1	1	1	1	1	1				1					1	
2779	extraordinary			1	1	1	1	1	1	1	1					1				1	1
2780	gain			1		1		1	1	1				1						1	
2781	invitation	1	1	1		1		1	1	1	1			1						1	
2785	Hollywood						1														
2786	horn			1		1	1	1	1	1	1			1		1		1		1	
2787	salad	1	1	1		1		1	1	1										1	
2788	boom			1	1	1		1		1		1	1		1	1		1	1	1	
2789	degree	1	1	1		1	1	1	1	1	1				1					1	
2790	halfway		1	1	1																
2792	jury					1		1	1	1	1				1	1					
2795	brush	1	1	1	1	1		1	1	1	1									1	
2797	bug					1		1	1	1					1						
2798	depressed			1	1											1		1			
2799	recent		1	1	1	1		1	1	1										1	
2800	stress		1	1	1	1	1	1	1	1	1		1		1					1	
2802	belly			1	1	2	1			1					1						
2803	granted					2			1												
2804	version			1		1		1	1	1	1		1	1	1	1			1		
2806	procedure			1	1	1	1	1	1	1	1			1	1					1	1
2807	wing	1	1	1		1		1	1	1	1			1						1	
2808	loan			1	1	1		1	1	1	1		1	1	1					1	
2811	customer		1	1	1	1	1	1	1	1	1					1				1	1
2812	flash			1	1	1	1	1	1	1				1	1	1				1	
2813	moron				1													1			
2814	appropriate			1	1	1		1	1	1	1		1	1	1	1		1		1	
2815	backup					1		1													
2816	highway		1	1	1	1	1	1	1	1	1									1	
2817	properly		1	1	1			1	1												
2819	therapy		1	1	1	1		1		1					1						
2820	replace			1		1		1	1	1						1				1	
2821	similar	1	1	1	1	1	1	1	1	1					1					1	
2822	actor		1	1	1	1	1	1	1	1										1	
2823	bike		1	1		1		1	1												
2824	catching														1	1					
2825	guilt					2	1		1	1								1			
2826	packing																			1	1
2829	adult	1	1	1	1	1	1	1	1	1	1	1		1	1					1	
2830	determined				1		1													1	
2831	patience			1	1	1	1	1	1	1				1						1	
2832	represent		1	1	1	1	1	1	1	1	1		1		1	1				1	
2833	writer	1	1		1	1		1	1											1	
2834	respond			1	1	1		1	1	1	1		1		1	1				1	
2837	turkey		1	1		3		1	1	1											
2838	civil			1	1	1	1	1	1	1						1		1	1	1	
2840	romance				1	2			1	1											
2841	awkward			1	1	1		1	1	1	1				1	1		1		1	
2842	fever	1	1	1		1		1	1	1				1						1	
2843	Jerry		1																		
2844	junk		1	1	1	2	1		1	1				1	1					1	
2845	rob		1	1		1	1	1	1	1	1									1	
2846	swell			1		1		1	1	1	1				1	1		1	1	1	
2848	exit		1	1	1	1		1	1	1		1				1				1	
2851	slide	1	1	1	1	1	1	1	1	1	1				1	1				1	
2852	sore		1		1	1	1	1	1	1	1				1					1	
2856	robbery		1	1		2		1	1											1	
2857	urgent			1	1	1	1	1	1	1	1			1		1		1		1	1
2859	darkness			1			1														
2861	pilot	1	1	1		1	1	1	1	1	1		1	1	1			1		1	1
2862	German			1			1	1	1											1	
2864	studio		1	1		1	1	1	1	1					1	1		1			
2865	tragedy		1			1		1	1	1	1				1	1		1		1	
2866	traveling		1																		
2868	legend		1		1	2	1	1	1	1				1	1	1		1		1	
2869	literally				1	1	1		1	1				1	1	1					
2870	option					1		1	1	1			1		1	1				1	1
2871	useful		1	1		1		1	1	1				1						1	
2874	cage		1	1		1	1	1	1	1										1	
2875	drawing		1	1		1		1	1	1	1					1				1	
2876	personality		1	1	1	1	1	1	1	1				1	1	1				1	
2877	prayer			1		1		1	1	1				1							
2879	thick	1	1	1		1	1	1	1	1										1	
2880	device			1	1	1	1	1	1	1	1				1	1					1
2881	squad				1	2			1												
2882	alley			1		3															
2883	bend			1		1	1	1	1	1					1			1		1	
2884	confess			1	1	1	1	1	1	1	1				1	1		1		1	
2886	toy	1	1	1		1		1	1	1								1		1	
2887	bat		1	1	1	1	1	1	1	1										1	
2888	limit		1	1	1	1	1	1	1	1				1						1	
2889	trunk	1	1	1	1	1	1	1	1	1	1				1			1		1	
2890	benefit		1	1	1	1	1	1	1	1			1	1	1	1				1	1
2892	exhausted		1	1			1									1					
2893	Martin		1																		
2894	childhood		1	1	1	1		1	1	1										1	
2896	gear				1	1	1	1	1	1				1	1	1		1	1		
2898	torture				1	1		1	1	1	1				1			1	1	1	
2899	anyhow			1	1	1		1	1	1				1	1					1	
2900	design		1	1	1	1	1	1	1	1	1				1					1	
2902	stretch			1	1	1	1	1	1	1	1				1	1		1		1	1
2903	angle			1	1	1		1	1	1	1			1							
2905	diet	1	1	1		1	1	1	1	1			1		1	1				1	
2906	fantasy			1	1	1	1	1		1					1	1		1			
2907	Boston		1	1	1																
2910	financial			1	1	1		1	1	1			1	1	1	1				1	
2911	frozen	1																			
2912	Johnson		1	1																	
2913	despite				1	1	1	1	1	1	1									1	
2914	escort					2			1	1				1	1			1			
2915	shaking		1																		
2916	article		1	1		1	1	1	1	1	1			1	1	1				1	
2917	movement		1	1		1	1	1	1	1				1				1	1	1	
2918	surveillance					3												1	1		
2919	beast			1		1	1	1	1	1	1			1						1	
2920	fence		1	1		1	1	1	1	1	1									1	
2922	tune			1	1	1	1	1	1	1	1			1	1					1	
2923	hooked		1																		
2925	nut	1	1	1		1	1	1	1	1	1									1	
2929	grass	1	1	1		1	1	1	1	1				1						1	
2931	spin	1		1		1		1	1	1	1				1			1		1	
2932	expression		1	1		1	1	1	1	1										1	
2933	mistaken			1			1														
2934	Russian		1	1			1	1	1											1	
2939	aim		1	1		1		1	1	1						1				1	
2940	confession				1										1	1					
2943	prime			1		1		1	1	1	1			1	1	1		1		1	
2944	socks	1																			
2945	virgin					2	1		1	1				1					1		
2948	pin	1		1		1		1	1	1				1	1					1	
2950	steel		1	1		1	1	1	1	1	1									1	
2952	prevent		1	1		1		1	1	1				1	1					1	
2953	discussion		1	1		1		1	1		1				1					1	
2954	helpful	1	1	1	1	1		1	1	1				1		1				1	
2955	intelligent			1	1	1	1	1	1	1	1			1		1				1	
2956	surface	1	1	1		1	1	1	1	1						1			1	1	
2957	tend			1	1	1	1	1	1	1	1				1			1		1	
2958	headache	1	1	1	1	1	1	1	1	1				1						1	
2959	net		1	1	1	1	1	1	1	1	1		1							1	
2962	attached															1					
2963	chill				1	1		1	1	1	1			1	1	1					
2964	counter			1	1	1	1	1	1	1	1				1					1	
2966	goal	1	1	1	1	1	1	1	1	1			1	1	1	1				1	
2967	struggle		1	1		1	1	1	1	1										1	
2968	tower	1	1	1		1	1	1	1	1						1				1	
2970	division			1	1	1		1	1	1	1		1		1	1			1	1	
2971	gray	1	1	1		1		1	1		1			1						1	
2974	liberty			1		1	1	1	1	1	1			1		1		1		1	
2975	shove					1	1	1	1	1								1			
2976	abandoned															1					
2977	charity		1	1		1		1	1	1					1			1	1		
2978	furniture		1	1		1	1	1	1	1	1			1		1				1	1
2981	electric		1	1		1	1	1	1	1										1	
2982	behalf			1		1		1	1	1	1			1	1	1				1	
2984	insult					1		1	1	1	1			1	1	1				1	
2985	cable				1	1	1	1	1	1	1				1					1	1
2987	equal		1	1		1	1	1	1	1					1	1				1	
2990	freezing		1	1																	
2991	personnel			1	1	1		1	1	1	1		1	1	1	1		1		1	1
2993	self			1		1		1	1	1								1		1	
2994	chips		1	1																	
2997	knee	1	1	1		1	1	1	1	1	1			1						1	
2998	operate		1	1	1	1	1	1	1	1	1		1	1						1	1
2999	temporary			1	1	1	1	1	1	1	1		1		1	1				1	1
3000	dessert	1	1	1		1			1	1					1	1					1
3001	discover		1	1		1	1	1	1	1	1									1	
3002	informed				1											1		1			
3004	British		1	1				1	1		1									1	
3005	minor			1	1	1	1	1	1	1	1	1		1	1					1	
3006	review		1	1		1		1	1	1	1		1		1					1	
3007	commercial			1	1	1		1	1	1	1				1	1			1	1	1
3009	gym		1	1							1										1
3010	Nick		1																1		
3011	pulse			1		1		1	1	1	1					1		1			
3013	maintain			1	1	1	1	1	1	1			1		1					1	
3014	pile			1		1	1	1	1	1	1									1	
3015	politics		1	1		1		1	1	1	1			1		1				1	
3016	resist			1	1	1	1	1	1	1	1					1				1	
3019	unique			1	1	1	1	1	1	1	1			1	1	1		1		1	
3020	committee			1	1	1		1	1	1	1				1	1				1	
3021	muscle	1		1	1	2	1	1	1	1	1			1				1		1	1
3024	broad		1	1	1	1		1	1	1	1									1	
3026	darn																		1		
3027	frame			1		1		1	1	1	1			1		1			1	1	
3030	moral			1	1	1		1	1	1	1			1	1					1	
3031	snake	1	1	1		1	1	1	1	1										1	
3032	apply			1	1	1	1	1	1	1	1		1	1	1	1				1	
3033	Jane		1																		
3034	religious			1	1	1		1	1	1	1					1				1	
3035	status			1	1	1	1	1	1	1	1				1	1		1			
3036	towel	1	1	1	1	1		1	1	1	1				1					1	
3037	tradition			1	1	1	1	1	1	1	1				1					1	
3038	excitement			1	1	1	1	1		1						1					
3040	bail					3				1		1						1		1	
3041	Jackson		1																		
3043	pattern			1	1	1	1	1	1	1	1			1						1	
3044	possession			1	1	1	1	1	1	1	1			1	1	1				1	1
3045	powder			1		1	1	1	1	1	1			1						1	
3046	priest				1	1	1	1	1	1				1							
3047	quietly	1	1	1																	
3048	session			1	1	1		1	1	1	1				1				1		
3049	territory					1	1	1	1	1	1		1		1				1	1	
3050	patch					1	1	1	1	1	1				1	1		1			
3051	related		1	1		1	1								1					1	
3052	backwards			1		1														1	
3053	Bible			1				1	1	1	1				1						
3054	confirm		1	1	1	1	1	1	1	1	1				1	1		1			
3057	steak	1		1	1	1	1	1	1	1					1	1				1	
3058	activity	1	1	1	1	1		1	1	1			1							1	
3059	lap		1	1		1		1	1	1	1			1	1			1			
3060	makeup			1		2			1							1					
3061	suggestion		1	1	1	1	1	1	1	1										1	
3063	complain		1	1	1	1	1	1	1	1						1				1	
3064	conscience			1		1	1	1	1	1	1				1	1		1	1	1	
3065	coward				1	1		1	1	1					1			1			
3066	Japanese		1	1			1	1	1											1	
3068	toss					1	1	1	1	1					1			1			
3069	wreck			1		1	1	1	1	1	1				1	1				1	
3070	curse				1	1		1	1	1	1				1						
3072	magnificent				1	1		1	1	1	1			1	1	1		1		1	
3073	permanent			1	1	1	1	1	1	1	1			1	1	1		1		1	1
3074	William		1																		
3075	citizen			1	1	1	1	1	1	1	1									1	
3078	remarkable			1	1	1	1	1	1	1	1				1	1				1	
3080	soap	1	1	1		1	1	1	1	1										1	
3081	spy			1		1	1	1	1	1										1	
3083	ceremony		1	1		1		1	1	1	1				1	1		1		1	
3085	punishment			1	1	1	1	1	1											1	
3089	reporter		1	1	1	1	1	1	1	1										1	
3091	stink					3															
3092	description		1	1	1	1	1	1	1	1	1				1					1	
3093	dope																		1		
3095	inform			1	1	1	1	1	1	1	1			1	1					1	1
3096	manners		1																		
3097	champion		1	1	1	1	1	1	1	1	1				1	1		1		1	
3098	host		1	1	1	1	1	1	1	1				1	1					1	
3103	tragic				1	2	1		1	1										1	
3105	math		1																		
3106	mayor				1	1		1	1	1	1			1						1	
3108	Texas			1			1														
3110	Florida		1	1																	
3111	thirsty	1	1	1		1	1	1	1	1	1										
3112	mud	1	1	1		1	1	1	1	1	1			1						1	
3113	neat		1	1	1	1	1	1	1	1	1			1	1	1				1	
3114	noble		1	1		1	1	1	1	1	1			1						1	
3115	propose			1	1	1	1	1	1	1	1			1	1	1				1	1
3116	royal			1	1	1	1	1	1	1	1									1	
3118	unfortunate			1		1	1	1	1											1	
3120	hip					1	1		1	1				1							
3122	necessarily			1	1	1		1	1		1									1	
3123	string	1	1	1	1	1	1	1	1	1	1				1	1					
3124	vice			1				1	1	1	1			1	1					1	
3125	basis			1	1	1		1	1	1	1				1					1	
3126	delighted			1			1													1	1
3127	sack			1		1	1	1	1	1	1		1		1	1		1		1	
3129	shocked		1													1					
3130	superior			1	1	1	1	1	1	1	1		1		1	1				1	
3133	skull			1		2				1						1			1		
3135	typical		1	1	1	1	1	1	1	1	1			1	1	1				1	
3136	spoil			1		1	1	1	1	1	1				1	1		1	1	1	
3137	cookies	1																			
3138	handling						1														
3140	manner		1	1		1		1	1	1										1	
3141	patrol				1	2	1	1	1	1				1	1	1					
3142	contest	1	1			1		1	1	1	1				1			1		1	
3143	forest	1	1	1		1	1	1	1	1				1						1	
3144	headquarters				1	1		1	1	1	1					1				1	1
3146	remote			1	1	1	1	1	1	1	1					1				1	
3147	surgeon			1		1	1	1	1	1					1	1		1		1	
3148	advise		1	1		1	1	1	1	1	1			1						1	
3151	brand			1	1	1		1	1	1			1		1			1		1	
3152	dancer		1																		
3154	inch		1	1		1	1	1	1	1								1		1	
3155	appearance		1	1	1	1	1	1	1	1	1									1	
3159	slave			1		1		1	1	1										1	
3162	complex			1	1	1	1	1	1	1	1				1	1			1	1	
3163	flag		1	1	1	1		1	1	1						1		1		1	
3164	landing						1	1	1							1					
3166	sacred			1		2	1	1	1	1					1	1		1		1	
3167	shave			1	1	1	1	1	1	1	1				1				1		
3168	temperature	1	1	1		1	1	1	1	1						1				1	
3170	aid		1	1	1	1		1	1	1				1	1					1	
3171	include		1	1		1		1	1	1				1						1	
3172	approaching															1					
3173	dealer					3	1		1	1			1							1	1
3174	tax			1	1	1		1	1	1			1							1	
3176	fond		1	1	1	1		1	1	1				1							
3178	sin				1	1		1	1	1											
3182	pound	1	1	1	1	1	1	1	1	1	1			1		1				1	
3184	laying						1														
3185	sauce	1	1	1		1		1	1	1					1						
3186	absolute			1	1	1		1	1	1						1		1		1	
3187	capital		1	1		1	1	1	1	1	1		1		1					1	1
3189	locker					3				1				1	1						
3190	chip		1	1		1	1	1	1	1					1			1			
3191	pro		1																		
3193	comment		1	1	1	1	1	1	1	1	1				1	1				1	
3194	debt			1	1	1	1	1	1	1			1			1				1	1
3196	international		1	1	1	1		1	1	1	1	1		1						1	
3197	leather		1	1		1		1	1	1	1			1						1	
3198	studied																	1			
3199	flip				1	2			1					1	1			1			
3201	immediate			1	1	1		1	1	1				1		1			1	1	
3203	stable			1	1	1		1	1	1	1		1			1				1	
3204	task		1	1		1		1	1	1			1							1	1
3206	nap		1	1	1	3		1	1	1				1	1					1	
3208	appeal			1	1	1	1	1	1	1	1		1	1	1	1		1		1	
3210	individual			1	1	1	1	1	1	1	1			1	1			1		1	
3211	jungle	1	1	1			1	1	1	1	1			1	1	1					
3213	honeymoon					1		1	1						1					1	
3214	safely		1	1				1	1												
3215	Smith		1																		
3216	beloved					1		1	1	1					1						
3218	flow			1	1	1	1	1	1	1	1			1	1					1	
3219	lend		1	1		1	1	1	1	1			1	1						1	
3220	prick					3			1	1								1			
3222	upper			1		1		1	1	1	1			1						1	
3223	factory	1	1	1		1		1	1	1										1	
3224	precisely				1		1							1	1						
3225	slap		1		1	1		1	1	1					1						
3227	affect		1	1	1	1		1	1	1	1			1	1	1				1	
3228	alike		1	1		1	1	1	1	1						1				1	
3229	cowboy		1	1		1	1	1								1					
3230	deaf		1	1	1	1		1	1	1					1					1	
3232	disturb		1	1	1	1	1	1	1	1	1				1	1				1	
3233	tag		1	1	1	1		1	1	1	1				1	1		1	1	1	
3234	blanket		1	1		1		1	1	1	1					1				1	
3235	critical				1	1	1	1	1	1	1	1	1		1	1		1		1	
3236	drama		1		1	1		1	1	1	1					1				1	1
3237	entertainment		1	1	1	1	1	1	1	1					1	1					
3238	mask	1	1	1	1	1	1	1	1	1	1				1	1		1	1	1	
3239	straighten								1												
3240	tap	1		1	1	1	1	1	1	1	1				1	1					
3241	unconscious			1			1	1	1		1				1	1		1		1	
3242	unlike			1	1	1		1	1	1	1			1						1	
3243	bum				1																
3244	Fred		1																		
3246	sample			1	1	1	1	1	1	1			1			1				1	1
3247	Scotch						1									1					
3250	strictly						1	1	1												
3255	swallow		1	1	1	1	1	1	1	1	1				1	1		1		1	
3256	effective			1	1	1	1	1	1	1	1				1	1				1	
3257	existence			1	1	1	1	1	1	1	1			1						1	
3258	hood		1		1	3								1							
3259	nephew	1		1	1	1	1	1	1	1	1									1	
3260	operator			1	1	1		1	1	1	1	1		1						1	1
3261	parent	1	1	1		1	1	1	1	1				1						1	
3262	witch		1			3				1				1				1			
3263	culture		1	1	1	1		1	1	1					1	1				1	
3264	identity			1	1	1	1			1				1	1	1					1
3265	pitch	1			1	1		1	1	1	1				1	1		1	1	1	
3270	diamond	1	1	1		1	1	1	1	1	1									1	
3271	dime				1	3										1					
3273	network			1	1	1	1	1	1	1	1	1	1	1						1	1
3274	protected		1																		
3276	whip					1		1	1	1	1			1	1					1	
3277	whistle			1		1		1	1	1				1	1			1		1	
3279	bargain		1	1		1	1	1	1	1	1		1	1	1			1	1	1	1
3281	monitor		1	1		1		1	1	1	1			1	1	1			1	1	1
3284	seal	1	1	1	1	1	1	1	1	1	1				1					1	
3285	technology		1	1	1	1		1	1	1	1									1	
3286	June	1	1	1		1	1	1	1	1				1						1	
3288	facility			1	1	1		1	1	1	1			1	1	1				1	1
3289	motor			1		1		1	1	1				1						1	
3290	slightly			1	1		1	1	1							1				1	
3291	bump			1		1	1	1	1	1					1	1		1			
3292	crawl				1	1	1	1	1	1	1				1	1					
3293	eleven	1	1	1		1		1	1	1										1	
3295	motel				1	2			1	1				1	1						1
3296	dull		1	1	1	1	1	1	1	1	1				1	1		1		1	
3297	foul					2			1	1				1	1	1		1	1		
3298	rubber	1	1	1		1	1	1	1	1	1									1	
3301	wagon				1	1		1		1				1		1					
3302	approve			1	1	1		1	1	1	1		1	1	1	1				1	
3304	entitled															1					
3305	explosion				1	1	1	1	1	1	1	1		1	1					1	
3307	loyal				1	1		1	1	1				1	1			1		1	
3309	peaceful		1	1	1	1	1	1	1	1				1						1	
3310	adventure			1	1	1		1	1	1	1			1		1				1	
3313	drill	1		1		1	1	1	1	1	1				1	1		1		1	
3314	sweater	1	1	1	1	1		1	1	1					1					1	
3318	beneath			1	1	1	1	1	1	1	1			1		1				1	
3319	chin					1		1	1	1	1				1					1	
3320	favourite	1	1	1		1	1	1	1												
3323	throughout		1	1		1		1	1	1					1					1	
3324	active		1	1		1	1	1	1	1										1	
3325	handy			1		1		1	1	1				1		1				1	
3329	sheet			1		1	1	1	1	1					1					1	
3330	signature		1	1		1	1	1	1	1	1				1			1		1	1
3331	twist			1		1	1	1	1	1	1			1	1	1					
3333	badge	1				1		1	1	1					1			1			
3334	development		1	1		1		1	1												
3336	profile		1			1		1		1			1	1	1	1		1	1		1
3337	stroke				1	1		1	1	1	1				1	1		1	1		1
3338	Tommy		1																		
3339	border		1	1	1	1	1	1	1	1	1				1					1	
3340	drawer		1	1	1	1	1	1	1	1						1				1	
