#freq	word	小学	初中	高中	大学	大学教纲	新概念	四级	六级	考研	专四	专八	BEC	CATTI	IELTS	TOEFL	SAT	GRE	GMAT	MBA	TOEIC
14595	facilitate				1	1	1	1	1	1					1	1		1			1
14597	fingernail		1	1																	
14602	galley											1						1			
14610	hearsay				1													1			
14615	imposing			1	1										1	1		1			
14618	incurable						1					1		1							
14619	indifference				1											1					
14620	informer																	1			
14631	leech											1									
14633	lush				1													1	1		
14638	moot																		1		
14640	motivate				1	1		1	1	1	1		1	1	1	1					
14645	novelist			1		1															
14646	optional			1		1		1	1	1	1			1	1	1		1			
14647	orchard					3			1	1					1	1		1			
14648	outpost					2															
14652	persecution					2			1												
14656	podium																	1			
14658	premeditated																	1			
14659	premise				1	2	1		1	1					1			1			1
14661	raccoon																		1		
14662	reconstruct						1									1					
14663	recurring															1					
14667	scenic				1										1	1					
14668	scourge					3												1	1		
14669	secondhand			1																	
14670	securities																	1			
14676	shiver					1	1	1	1	1	1				1					1	
14680	specialized			1	1											1		1			
14687	summertime		1																		
14698	ultimatum					3									1	1					
14700	unfriendly		1																		
14701	unrealistic						1														
14702	unrelated			1			1														
14703	vacate															1					
14704	vendor				1	3							1					1	1	1	
14705	veritable						1							1				1			
14707	vibrant															1		1			
14709	vindictive				1									1				1	1		
14710	volleyball	1	1	1		1		1	1	1				1						1	1
14717	adjoining															1			1		
14718	aeroplane			1			1	1	1	1										1	
14720	ammonia														1						
14722	astute															1		1	1		
14724	authenticity					2												1			
14725	Bach				1																
14729	benign					3				1				1		1		1	1		
14731	brisk					2		1	1	1					1	1		1			
14732	bugle				1				1												
14733	callous				1									1				1	1		
14740	cider													1		1					
14741	clipping																		1		
14742	coloured			1																	
14744	confine					1	1	1	1	1	1				1	1		1			
14748	culprit					3				1					1			1			
14749	cynic						1								1			1			
14752	deduct					1		1		1			1	1	1			1	1	1	
14754	detachment											1									
14755	diabolical																	1	1		
14759	dusk			1		1		1	1	1	1									1	
14763	favorable				1			1		1						1		1			1
14764	fencing					3								1		1		1			
14767	gimmick				1								1		1			1	1		
14768	glee																	1			
14772	graft					3						1		1		1		1		1	
14774	gravel				1	3			1					1	1			1	1		
14775	grinder						1														
14776	grovel				1													1			
14777	hacker					1		1													1
14778	headmaster		1	1	1	1	1	1	1	1				1							
14779	hefty																		1		
14781	heroine			1		3	1	1	1	1										1	
14785	horrendous																	1	1		
14786	horsepower					1	1	1	1	1	1			1						1	
14788	imbalance															1					
14789	impending						1									1		1			
14790	implore								1					1				1			
14791	indigenous					3									1			1	1		
14792	infidelity				1																
14793	infinity					2			1						1			1			
14794	inflation					1			1	1			1	1	1	1					1
14796	inland			1		2			1	1				1	1						
14797	inquisitive						1					1		1				1			
14798	inseparable				1																
14800	intuitive																	1			
14801	investor					2							1							1	
14804	Laundromat																				1
14817	mixer								1												
14818	mobilize				1	2			1	1				1	1						
14819	monumental											1		1	1	1		1			
14820	motherhood					2			1												
14825	notwithstanding					2			1	1											
14829	pebble					3		1	1	1					1	1					
14830	petrol			1		1	1	1	1	1				1						1	
14832	playmate			1																	
14833	pliers																	1	1		
14835	ponder				1	2			1	1					1			1			
14837	punctual			1		1		1	1	1	1		1		1					1	
14840	ration					3										1		1	1	1	
14845	reproductive															1					
14847	rivalry				1	2										1		1	1		
14850	scapegoat				1								1		1	1			1		
14854	shaker	1																			
14857	sheltered						1									1					
14858	shudder			1	1	3	1											1			
14864	subjective			1		2		1		1					1			1		1	
14870	unrest			1			1								1						
14872	untold						1								1			1			
14874	vendetta																	1	1		
14877	withhold					2			1	1				1	1			1			
14884	adversity				1	3								1		1					
14888	array				1	2			1	1				1	1	1		1	1		
14890	bead					3			1					1	1	1					
14892	blueprint				1	2			1	1								1			
14893	booming						1														
14895	boutique														1						
14896	bungalow			1		3									1						
14898	candor																	1			
14904	citizenship					1		1								1					
14909	coherent				1	2			1	1					1	1		1	1		
14911	confiscate					3						1						1			
14912	consensus			1		1		1	1	1					1			1	1		1
14918	Dane											1									
14920	decrease			1	1	1		1	1	1	1		1		1	1			1	1	
14924	dowry																	1			
14925	duress																	1	1		
14927	eject					2			1	1				1	1	1					
14929	eloquent				1	2			1	1					1	1			1		1
14930	ensemble					3									1	1		1			
14932	escalator		1		1										1	1					
14934	evasion																	1		1	
14935	exclude					1		1	1	1	1				1	1		1		1	
14939	fateful															1					
14940	filly																	1			
14941	flashback			1																	
14943	glucose				1													1			
14948	gymnasium			1		1		1	1	1	1			1	1					1	
14949	helium														1	1					
14950	heroism					1		1								1					
14951	hillside			1	1			1	1		1				1						
14956	hydraulic								1						1						
14957	ignite					2			1	1				1	1	1		1			
14958	impetuous											1			1			1			
14959	implicate					3								1	1			1	1		
14962	intricate				1	2			1	1				1	1	1		1	1		
14964	kerosene														1	1					
14966	lewd														1				1		
14967	lint														1			1			
14971	malice					3			1						1			1			
14973	manifestation				1										1	1		1			
14975	merge				1	2	1		1	1			1	1	1	1			1	1	
14976	meticulous				1	3								1	1	1		1	1		
14980	mystic					3	1					1		1				1	1		
14987	palate																	1			
14989	paranormal																		1		
14990	passageway				1																
14994	peninsula			1		2		1	1	1				1	1	1		1	1		
14997	pleasantly			1			1														
14998	polyester					3															
15003	pounce						1								1						
15004	pout																	1			
15007	prognosis																	1			
15008	prosper					3			1	1				1		1			1		
15010	psychosis																		1		
15011	quake			1		1	1	1												1	
15012	queasy																	1			
15013	readily				1	1	1	1	1	1					1	1		1			
15014	realization				1	1			1							1					
15016	recipient			1		2			1	1					1	1		1			
15017	refreshment			1		2		1	1	1					1	1				1	1
15022	schematic																	1			
15024	scroll														1			1			
15025	scurvy			1														1	1		
15026	secluded														1						
15027	seniority					2									1				1		
15031	sitcom		1																		
15036	steadily			1			1	1	1			1	1								
15039	sultan											1							1		
15040	tenor																	1	1		
15044	timely					2			1	1					1			1		1	
15045	toil					3	1			1					1			1			
15052	undertake			1	1	1	1	1	1	1	1		1	1	1	1				1	1
15057	vortex														1						
15061	wholly					1		1	1	1	1			1						1	
15064	accelerator														1						
15067	addictive					2									1	1					
15069	alignment								1							1			1		
15071	arbitrary			1	1	1		1	1	1	1	1		1	1	1		1	1		
15076	audacity											1									
15084	cant																	1			
15090	chore		1		1	3									1	1		1		1	1
15091	citation																	1			
15093	compel				1	1	1	1	1	1	1				1	1		1		1	
15095	conjure				1									1				1			
15096	controller																			1	
15099	cryptic																	1	1		
15101	curriculum			1		1		1		1					1	1		1	1		
15102	default					2			1	1			1	1	1			1		1	1
15103	delegation					1		1	1											1	
15106	diameter		1		1	1	1	1	1	1	1	1		1	1	1	1	1	1	1	
15107	disgruntled						1							1							
15112	drought			1	1	2		1	1	1		1			1	1		1		1	
15120	entrepreneur				1	2			1	1					1	1		1	1		1
15121	equity					3							1		1			1	1		1
15123	ether				1																
15124	evolutionary													1		1					
15126	fathom			1			1								1			1			
15127	ferret																	1	1		
15129	fiercely						1														
15131	flexibility				1	1								1		1					
15133	Freudian																		1		
15138	gist														1			1			
15139	govern			1		1	1	1	1	1				1		1				1	
15144	haze					3										1					
15147	hydrant																	1			
15148	improper								1			1									
15149	intestine																	1	1		
15151	involuntary													1		1		1			
15152	iodine														1			1			
15155	liberate			1	1	1		1	1	1	1	1		1		1		1		1	
15159	lunar		1	1		2		1	1	1					1	1		1	1	1	
15160	mainstream			1		1		1											1		
15161	meditate								1	1					1			1			
15163	metabolism				1									1	1	1		1	1		
15164	microscopic			1			1		1			1		1		1		1			
15165	militia					2												1		1	
15166	monetary					2	1		1	1				1	1	1		1	1		
15167	mound				1	3								1					1		
15168	nostalgic				1	3				1				1							
15171	orchid															1		1			
15180	platonic																	1			
15184	posting																			1	
15186	prolong					2			1	1					1	1		1			
15190	rampant					3									1	1		1	1		
15192	recollect							1	1	1					1						
15193	recreational															1					
15197	reside					2			1							1		1	1		
15198	revival															1			1		
15199	rhetorical				1																
15200	rhythmic			1												1		1			
15205	rural		1		1	1	1	1	1	1	1				1	1		1		1	1
15208	seaman			1		1		1	1			1									
15209	serenade																	1			
15217	socialist			1		1		1	1		1									1	
15219	sphere				1	1	1	1	1	1	1				1	1	1		1	1	
15223	stampede			1																	
15224	submission					2									1			1			
15232	tardy															1		1			1
15234	Tibet		1	1																	
15240	traditionally		1		1																
15243	trolley					3			1	1											
15248	understudy																	1			
15249	unspoken			1																	
15252	vengeful																	1			
15255	wasteland					2			1					1							
15257	Welsh						1														
15262	accordion		1													1					
15266	amnesty													1				1			
15267	archive					1		1						1	1			1			
15268	asinine																	1			
15269	atheist															1					
15271	aviation					2		1	1	1					1	1				1	1
15272	Barcelona		1																		
15279	cad												1								
15281	carnage													1				1			
15283	chivalry													1		1		1			
15284	cleaver																	1			
15286	cocoon	1																1			
15288	Confederate													1							
15289	consul					3			1									1			
15292	crafty											1						1			
15300	diagnose					1	1	1	1	1				1	1	1		1			1
15301	digestion				1										1	1		1			
15314	elimination			1				1	1							1				1	
15315	enduring															1		1			
15317	enormously														1						
15320	expire					2			1	1					1	1		1		1	
15322	farmhouse		1	1	1		1					1									
15325	figment																	1			
15330	foresee			1		1	1	1	1	1				1	1	1			1		
15333	funnel				1										1				1		
15337	greenhouse			1		1		1	1	1				1				1			
15346	implication			1	1	1	1	1	1	1	1		1	1		1		1	1	1	1
15348	inferno																	1			
15349	infinitely						1		1												
15350	insatiable													1				1	1		
15358	loathsome															1					
15361	lull					3	1							1	1	1		1			
15375	nicotine			1		3										1		1	1		
15381	parched																				1
15384	prediction		1	1		2			1			1				1				1	
15385	preferable				1	1		1	1	1	1			1		1					
15393	reproduction								1							1					
15397	retrieval					2															1
15399	rowdy																	1	1		
15400	sac															1					
15401	safeguard				1	2	1		1	1		1			1			1			
15403	satanic																	1			
15406	savvy																	1			
15410	sensory															1					
15411	sentry					3												1			
15414	shorten			1	1				1												
15415	sideshow																	1			
15418	smog			1		3		1	1	1						1			1	1	
15424	spout					3												1			
15425	spunk																	1			
15430	succession					1		1	1	1	1				1						
15432	taboo					2	1		1	1					1			1	1		
15433	tangle					2			1	1		1			1			1			
15435	ticklish						1											1			
15445	unravel														1	1		1			
15448	uproar					3			1	1				1				1			
15449	uranium			1	1	3			1												
15455	whence														1						
15459	abandonment															1					
15460	accommodation			1	1	1	1	1	1	1	1		1	1	1				1	1	1
15462	adviser											1									
15465	alloy					2		1	1	1	1			1	1	1					
15467	animation																	1			
15468	Arabian							1	1											1	
15470	audit					3				1			1	1	1	1		1	1		
15472	axle								1									1			
15474	bazaar								1									1			1
15477	blackboard	1	1	1		1		1	1	1	1									1	
15478	blob																		1		
15482	broaden				1	1		1	1							1					
15485	caravan				1	3									1						
15488	ceramic					3									1			1	1		
15492	collaboration					2	1		1						1	1					1
15494	combustion								1						1	1			1		
15495	concede					1		1		1					1	1		1			1
15496	conjunction		1			1		1	1	1	1	1		1	1			1		1	
15497	continuously						1														
15499	coronation											1						1			
15500	cortex				1														1		
15502	craze			1			1								1	1					
15506	cultivate					1	1	1	1	1	1				1	1		1		1	
15509	dashboard						1														
15510	debrief																	1			
15511	defects																			1	
15512	desolate					3	1		1	1					1	1		1			
15513	devastation						1									1					
15514	dictation			1		1		1	1	1										1	
15516	dumplings	1																			
15521	ethic				1	3				1											
15522	exceedingly					1		1	1	1	1			1	1						
15525	favored															1					
15526	fend				1	3	1							1	1						
15527	fig																	1			
15531	generously				1																
15532	genocide														1						
15535	graphics															1					
15538	gulp					3										1		1			
15545	homestead													1							
15549	impenetrable																	1			
15551	India	1		1			1	1	1											1	
15552	indulgence																			1	
15555	kennel											1				1		1			
15563	masquerade														1			1			
15564	mater													1							
15565	mishap													1	1				1		
15570	nitrogen			1		1		1	1	1	1			1	1				1	1	
15571	nudge				1													1			
15573	oblivious													1	1			1			1
15574	outing			1		3				1				1							
15576	paradox				1	2	1		1	1				1	1			1	1		
15579	pediatric					3															
15581	phonograph			1															1		
15583	proverb			1	1	3			1					1						1	
15587	riffraff																	1			
15595	seasoned																	1			
15597	shawl					3	1											1			
15599	Signor						1														
15602	snuggle																	1			
15603	sociable					3				1					1	1		1			
15605	spasm						1														
15606	splendor															1		1			
15607	stair	1	1	1		1		1	1	1										1	
15610	stomachache	1	1	1		1		1												1	
15611	stout			1		3			1							1		1			
15625	tidal				1		1														
15626	toupee																	1			
15627	tout				1													1	1	1	
15632	turnip							1	1												
15634	tycoon															1		1			
15636	unpaid			1					1												
15637	vaccine					2			1	1					1	1		1	1		
15638	versatile					2	1		1	1				1	1	1		1			1
15640	widespread			1	1	1	1	1	1	1	1			1						1	
15648	ascertain			1		2	1		1	1				1	1						
15649	astronomy			1	1	2	1		1	1				1	1	1					
15651	baggy			1																	
15669	cite				1	1		1	1	1				1	1	1		1		1	
15672	commune																	1			
15674	contend				1	2			1	1					1			1			
15683	disorganized				1																
15684	disparage																	1	1		
15687	dramatically				1		1									1					
15689	earnings						1		1											1	
15691	elastic					2		1	1	1	1				1						
15692	evade					3	1			1					1			1			
15695	export		1	1		1		1	1	1					1					1	1
15698	fanfare																	1	1		
15701	flaunt														1			1	1		
15706	growl					3			1					1	1			1			
15708	gutless																	1			
15709	gymnastics			1												1					
15711	harmonica															1					
15713	henceforth					2			1	1				1	1						
15716	impartial								1					1		1		1			1
15717	independently			1																	
15719	injure		1	1	1	1	1	1	1	1	1			1						1	
15720	inquiring			1																	
15741	obituary													1				1	1		
15742	oily					1															
15745	ovation														1			1			
15747	overflow			1		2	1		1	1					1			1			
15750	pear	1	1	1		1	1	1	1	1				1						1	
15751	pedestal						1					1			1			1			
15756	preservation					2	1		1			1				1					
15759	projecting															1					
15761	projector								1	1						1		1			
15763	pucker																	1			
15766	rebellious															1		1			
15768	resistant			1	1	1		1	1	1	1					1					
15773	rut					3															
15774	satchel			1																	
15775	saxophone					2															
15779	sewage						1								1						
15784	snapshot				1	2			1												
15786	socialize					2			1												
15791	squint						1											1			
15793	stockade																	1			
15801	therein								1												
15802	thereof								1												
15805	tweezers														1						
15806	unconditional			1		2			1						1						
15807	upload							1													
15808	upwards					1	1	1	1												
15815	winch						1														
15816	wither					3	1		1					1	1	1		1	1		
15819	Abigail			1																	
15820	abruptly						1												1		
15822	advisory					1	1														
15823	agricultural			1	1																
15827	asteroid																	1	1		
15830	attribute				1	1		1	1	1	1				1	1		1	1		
15838	Bombay						1														
15841	breathless			1												1					
15843	builder	1	1																		
15847	capitalism					3				1											
15851	clerical						1												1		
15852	collide				1	2	1		1	1				1	1	1					
15853	comatose																	1	1		
15855	commemorate					2			1	1					1	1		1			
15859	concur													1				1	1		
15860	contender															1					
15866	croak																	1			
15868	dazzle					2	1		1	1					1						
15870	detergent					3									1	1		1	1		
15872	disagreeable			1	1											1		1			
15873	dismal					3								1		1		1	1		
15876	dizziness															1					
15878	dossier																	1			
15880	enigma																		1		
15882	exaggeration															1		1			
15887	fruitful				1	1		1	1	1	1				1	1				1	
15888	furnish					1		1	1	1	1			1	1	1					
15889	gallop					3				1				1				1			
15891	gorge		1			2			1									1			
15905	infrastructure					3				1											
15906	ingenuity				1	3	1		1					1	1			1	1		
15908	instability								1					1							
15909	insulation															1					
15911	irritate					2		1	1	1					1	1		1			
15915	larynx														1	1					
15917	ledger												1					1			1
15928	menopause				1																
15930	miraculously						1														
15932	modify					1	1	1	1	1	1			1	1	1		1	1	1	1
15937	necktie			1																	
15939	newcomer			1								1									
15941	nutrition			1	1	2				1		1		1	1			1			1
15944	orbital															1					
15945	ore					1		1	1	1	1			1	1	1		1	1	1	
15948	oxide					2			1	1					1				1		
15951	peripheral					3			1							1		1	1		
15953	pharmacist														1						
15955	playwright															1					1
15956	pollen															1		1	1		
15957	polluted		1																		
15960	procession				1	1	1	1	1	1	1			1				1			
15961	prodigy					3								1		1		1	1		
15964	quicksand				1																
15966	regal																	1			
15968	reluctance				1	1															
15976	schoolwork		1																		
15977	scorn				1		1	1	1	1					1			1		1	
15981	shellfish			1												1					
15983	simulate					2			1	1					1	1		1			
15985	smudge																	1			
15986	smuggler						1														
15990	sophistication															1		1			
15993	spacecraft	1		1	1	1		1	1	1						1				1	
15998	stationary					2			1	1					1	1		1	1		
16001	swirl					3									1			1			
16002	talkative			1	1																
16008	trendy		1																		1
16009	undivided			1																	
16010	unforgettable		1	1																	
16011	unmistakable				1																
16012	unofficial														1						
16014	uprising					3									1						
16015	viewer		1	1		1		1													
16020	wasp						1		1						1						
16021	watchdog					2			1					1							
16022	wharf					3			1			1		1							
16027	yearly					1	1	1	1	1										1	
16029	accelerated															1					
16030	adhesive					3										1		1			
16035	anonymity					3	1											1			
16036	anthropologist					3												1			
16037	asparagus				1							1						1			
16038	assorted					3	1								1	1		1			
16039	avail					2			1	1				1	1						
16045	beneficiary					2													1	1	
16046	blunder					2			1	1		1			1			1			
16047	boating			1																	
16049	bottomless					2			1												
16050	bourgeois					3			1									1			
16053	Calcutta						1														
16056	celestial				1											1		1	1		
16061	commute					1	1	1	1	1				1	1	1		1			
16063	conduit																	1			
16065	contraband																	1			
16067	correspond			1	1	1		1	1	1	1			1	1	1				1	
16069	crease					3									1			1			
16071	dainty																	1			
16074	daydream		1		1																
16076	degraded				1																
16077	deplorable													1							
16078	descendant				1	2			1	1						1		1	1		
16081	digestive					2	1		1			1				1					
16082	diminish					2	1		1	1				1	1	1			1		
16085	dissect																	1			
16090	dysfunction																		1		
16091	Eiffel		1																		
16092	eulogy																	1	1		
16102	glazed															1					
16103	godsend				1																
16107	grate														1			1			
16108	gravitational															1		1			
16112	hijack					3			1	1				1	1						
16115	hypnotic																	1			
16117	impersonal			1	1		1									1			1		
16118	indicator														1						
16120	innovative				1	3								1		1		1			1
16122	insistent						1		1												
16123	insolence																	1			
16128	libido																	1			
16130	locksmith													1							
16131	lodging				1				1						1	1					
16132	loophole											1						1			
16134	magistrate				1	2			1	1				1	1						
16142	newsstand															1					
16145	nutritious				1											1			1		
16150	pamphlet				1	2			1	1		1		1	1	1		1	1		
16153	Pharaoh											1									
16156	pious								1					1				1	1		
16157	playtime	1																			
16158	postage			1		1		1	1	1	1			1	1	1				1	1
16159	poultry					3			1	1				1	1					1	
16163	pretense															1					
16164	problematic					2			1						1				1		
16165	proclaim					1		1	1	1				1	1	1		1			
16169	queue		1	1		1	1	1	1	1	1				1			1		1	
16172	rabble											1						1	1		
16176	reassure				1	2			1	1		1			1	1					1
16177	reek																	1			
16178	reinforce				1	1		1	1	1	1	1			1	1		1		1	
16179	relinquish																	1	1		
16183	retaliation					3												1	1		
16187	sanction					1		1		1					1	1		1	1	1	
16190	shambles																	1			
16194	skater		1																		
16201	soggy																	1			
16203	spineless																	1			
16206	stethoscope																	1			
16209	supplement			1	1	1		1	1	1	1				1	1		1	1	1	
16211	swig				1																
16212	tantrum																	1	1		
16215	testy																	1	1		
16217	tingle					3						1									
16221	tourniquet																	1			
16223	trillion					2			1												
16224	truckload				1																
16227	ulterior																	1	1		
16228	unconventional															1					
16230	untimely											1			1			1			
16232	Vancouver			1																	
16233	vary				1	1	1	1	1	1	1		1	1	1					1	
16236	verification				1																
16238	waterproof			1		1		1	1	1	1	1		1		1				1	
16240	weatherman			1																	
16243	wont													1				1			
16245	wreath			1		3	1	1	1	1									1		
16247	yearn				1	3			1						1			1	1		
16248	abundance				1	2			1	1				1	1	1		1			
16249	adamant						1							1				1	1		
16250	admittedly					2	1									1					
16251	adolescence			1		2	1								1						
16253	almond														1			1			
16254	alphabetical			1											1			1			
16256	anecdote			1		3	1			1					1	1		1			
16257	anew				1	2			1												
16258	anterior																	1	1		
16260	appreciative				1																
16261	aptitude					3							1	1	1			1	1		
16262	aristocrat					3	1					1						1			
16266	astonished			1												1					
16268	Austrian						1														
16269	babble																	1			
16270	biopsy				1																
16276	bulge					3									1			1	1		
16283	cartel																		1		
16285	chemotherapy																		1		
16287	circulate			1	1	1	1	1	1	1	1	1	1		1	1		1		1	
16288	clandestine																	1	1		
16290	configuration					2			1				1		1	1		1	1		1
16292	conserve				1	2			1			1			1	1		1			
16293	constitute				1	1	1	1	1	1	1				1	1		1			
16294	consummate				1	3						1						1	1		
16299	cubic			1	1	2		1	1		1					1				1	
16303	decorative								1							1					
16311	discrepancy					2			1	1					1			1			1
16312	dismantle					3	1							1				1	1		
16315	eggplant		1	1		1		1													
16317	endearing						1											1			
16321	exploitation															1					
16322	expressway					1															
16323	facade															1		1	1		
16324	fatality					2													1		
16329	floppy																	1			
16331	fortnight			1		1		1	1	1	1			1	1						
16337	glaze					2										1		1			
16341	grisly													1				1			
16343	hammock				1							1									
16352	illiterate					2	1		1	1				1	1	1		1	1	1	
16355	impractical					1			1							1					
16356	imprint			1												1		1			
16358	inconceivable						1														
16360	insidious													1				1	1		
16362	integrated															1					
16363	invariably				1	2	1		1	1				1	1	1					
16364	Irene			1																	
16366	justification					1	1							1	1			1			
16376	manned				1		1														
16380	misread			1																	
16381	molten			1										1	1	1		1	1		
16383	mouthpiece			1																	
16387	negotiable					2							1		1			1			
16394	oaf																	1			
16397	offhand				1													1			
16401	partake						1							1	1						
16407	physiology			1												1					
16409	plunder					3			1						1			1	1		
16410	plural		1			1		1	1	1	1			1	1					1	
16414	predecessor				1	2	1		1	1					1	1		1	1		
16417	promoter															1					
16424	ravine															1		1			
16426	reconciliation					2															
16429	reprieve																	1			
16430	reputable												1		1						
16431	requisition																			1	
16432	respective				1	1		1	1	1	1					1			1	1	
16440	rupture					2			1						1	1		1	1		
16453	sickening						1														
16454	skim			1	1	1		1	1	1	1				1			1		1	
16458	slump					2			1				1					1	1	1	
16466	spontaneously															1					
16469	stellar				1											1		1	1		
16471	stockbroker												1							1	
16472	strangulation																	1			
16476	tasteless			1												1					
16479	transient					2			1	1								1			
16480	travesty																	1			
16484	unimaginable															1					
16488	wanton													1				1	1		
16494	workings						1														
16495	wristwatch															1					
16500	activist				1	3															
16503	albino																	1			
16506	amid				1	1		1		1					1	1					
16507	amputate														1			1	1		
16510	atmospheric					2	1	1	1												
16519	birthplace		1	1																	
16525	bookkeeper												1		1						
16527	braid															1		1			
16529	brim				1	2		1	1	1						1		1			
16538	cartridge					3			1												
16540	cello															1		1			
16541	census					2	1		1	1				1	1	1		1	1		
16546	clipper				1													1			
16547	clout				1													1			
16549	coincide					2			1	1				1	1	1		1			
16553	conjecture													1		1		1			
16554	conqueror					2	1		1												
16555	consistently				1											1					
16556	cordial					2		1	1	1					1			1			
16558	craftsman			1	1																
16562	decode				1	3									1			1			
16566	diffuse					2			1	1					1	1		1			
16567	discard		1		1	1	1	1	1	1	1			1	1	1		1			1
16568	disclosure					2															
16569	discredit					3	1											1			
16570	disengage																	1			
16571	diversity			1	1			1							1	1		1			
16573	drape											1		1							
16575	elevate					2			1	1					1	1		1	1		
16577	embezzlement																	1	1		
16579	euphemism																	1			
16580	exemplary					1								1		1		1	1		
16582	extinguish					1		1	1	1					1			1	1		
16583	fetus														1			1			
16586	flask					3			1						1			1			
16587	flinch																	1			
16588	flourish					1	1	1	1	1	1				1	1		1		1	
16589	freebie												1								
16590	gangrene																	1			
16591	genre					3								1		1		1			
16593	giveaway					3															
16595	groan				1	2		1	1	1				1	1			1			
16597	handmade					1		1													
16601	Hispanic															1					
16602	hitchhike						1								1						
16603	homely								1									1			
16613	injunction											1						1	1		
16614	innuendo													1				1			
16615	instinctively				1											1					
16618	intolerant					2															
16619	invoice								1				1		1			1		1	1
16621	irrigation			1	1	1			1						1	1					
16622	jellyfish															1					
16623	jeweler															1					
16626	juncture						1									1		1			
16628	layman				1	2			1	1		1		1	1	1		1			
16638	militant					2			1	1				1	1	1		1			
16639	misleading		1		1											1					
16640	moat											1				1		1			
16641	modem			1		1		1													1
16642	monoxide				1																
16650	noticeable					1	1	1	1	1		1		1						1	
16653	onset					2			1						1	1		1	1		
16656	pail							1	1	1											
16659	peroxide														1						
16662	phobia														1			1			
16667	planetary				1	2	1														
16669	polygraph																		1		
16673	promiscuous						1												1		
16674	propulsion						1		1						1	1		1			
16676	quail				1											1		1	1		
16677	quarterly					2		1	1	1			1		1	1					
16679	redirect			1												1		1			
16680	relics					3															
16685	revered															1					
16687	rift														1	1		1			
16690	rouse				1	1	1	1	1	1	1				1					1	
16698	shorthand					3			1	1											1
16700	sibling																	1			
16707	sprain			1														1			
16709	squeamish																	1			
16711	subscribe			1		2			1	1			1					1			
16715	tablet			1		2		1	1	1					1				1	1	
16719	thermostat				1			1							1						
16723	tram	1	1	1		3		1	1	1											
16727	turnpike															1					
16729	undergo				1	1		1	1	1	1			1	1	1			1	1	
16731	unsettling						1											1			
16732	unsuccessful			1																	
16737	vacancy					2							1	1	1	1			1		
16740	varied						1								1	1				1	
16744	volcanic			1	1										1	1					
16747	walrus																	1			
16749	widen				1	1		1	1			1		1						1	
16750	yawn			1		1		1	1	1	1				1	1		1		1	
16752	actively			1												1					
16759	antiseptic															1		1			
16763	attain			1	1	1	1	1	1	1	1				1	1		1			
16764	barrage				1									1				1			
16765	barter														1	1		1		1	
16767	binge													1							
16768	blister			1		3															
16771	broth											1		1							
16775	buffoon																	1			
16777	calculus				1				1					1				1			
16781	charisma																	1			
16782	chimpanzee		1			3										1					
16787	commendation											1									
16788	complement					2			1	1					1	1			1		
16789	complexity					2			1							1					
16790	conform					2			1	1		1			1	1		1	1		
16791	consciously															1					
16793	contemptible													1				1			
16794	contention				1	2	1		1						1	1		1			
16795	contraction		1		1							1				1					
16805	deficiency					1		1	1	1					1	1		1	1		
16807	demographic																		1		
16808	desist													1							
16810	doctorate					3				1											
16811	drainage					2	1		1			1			1	1		1			
16814	eavesdrop																	1	1		
16816	enlarge			1		1		1	1	1										1	
16819	exterminate						1								1	1		1	1		
16821	farthest		1																		
16825	flagship						1						1								
16827	flimsy						1								1			1			
16830	flutter			1	1	2			1					1	1			1			
16831	forceful				1																
16833	format			1	1	1		1		1				1	1	1					
16841	gleam					2	1		1						1			1			
16843	gobble													1				1			
16844	golfer		1																		
16845	gratification																	1	1		
16846	grit														1			1			
16850	headstrong													1	1			1			
16851	hellish				1																
16853	hippo	1																			
16854	hospitable				1		1								1	1		1	1		
16857	illustrate			1		1	1	1	1	1	1				1	1		1		1	
16858	immaterial																		1		
16859	impressionable																	1			
16861	inclination						1		1						1	1					
16862	incomprehensible															1					
16863	incorporate				1	2			1	1		1		1	1	1		1	1		
16872	Lebanese				1																
16873	lenient					3									1			1			
16877	logically			1																	
16878	lovingly			1																	
16887	molasses											1									
16888	mongrel																	1			
16890	narrative					1		1		1				1	1			1			
16898	omelette			1		2															
16900	outdated				1										1	1			1		
16901	overlapping															1					
16903	padding																	1			
16904	pant					3		1	1	1				1	1						
16907	parakeet														1						
16908	paternity														1						
16910	pew											1									
16914	pivotal															1					
16921	recapture														1				1		
16924	rendering															1		1			
16932	selfishness				1																
16938	sorcerer											1									
16943	spectator		1			2	1		1	1					1	1		1			1
16945	spokesperson		1			1		1													
16953	subtlety				1							1									
16955	sweeten								1												
16956	swill																	1			
16967	underdog			1														1			
16971	Utopia								1												
16972	viewpoint					1		1	1	1	1			1						1	
16975	wail					3								1	1			1			
16982	windmill				1				1												
16986	accelerating															1					
16991	apprehension				1										1						
16994	asphalt											1									
16995	assert				1	1		1	1	1				1	1	1		1			
16996	astrology													1	1			1			
17010	bystander				1	1		1										1			
17016	charlatan																	1	1		
17017	checker						1														
17018	chime														1						
17019	chisel													1	1	1		1	1		
17023	coastal					1		1							1						
17025	competence			1		2	1		1						1	1		1			
17027	confinement															1			1		
17028	Congo						1														
17030	constellation											1				1		1	1		
17033	croissant														1						
17034	crypt																	1	1		
17037	degradation				1				1			1				1		1			
17039	Denmark						1														
17040	deprivation															1		1			
17043	differential																		1		
17045	discouraging															1					
17046	discriminate				1	2			1	1				1	1			1			
17049	dominion					3															
17051	dormitory		1	1		1		1	1		1					1				1	
17052	Dover			1	1																
17053	drab													1				1	1		
